ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
14960117,11927539,0,110144,1404,1,78804,1681,0,85909,67251,333,0,2823,0,346,9631,9820,1,1,84166,78920,105746,0,0,1,0,1,1,1,1,1,1,0,normal
15006383,11970619,0,110462,1408,1,79008,1688,0,86318,67377,334,0,2832,0,347,9669,9853,1,1,84490,79183,106000,0,0,1,0,1,1,1,1,1,1,0,normal
15036734,12012502,0,110762,1414,1,79285,1694,0,86524,67568,335,0,2840,0,348,9704,9882,1,1,84776,79431,106270,0,0,1,0,1,1,1,1,1,1,0,normal
15075125,12057685,0,110971,1418,1,79568,1700,0,86759,67802,336,0,2848,0,349,9731,9909,1,1,85035,79658,106629,0,0,1,0,1,1,1,1,1,1,0,normal
18724607,12089683,0,111312,1424,1,79813,1704,0,86974,68005,337,0,2855,0,351,11865,9939,1,1,99944,79898,106946,0,0,1,0,1,1,1,1,1,1,0,udp-flood
21709687,12116831,0,111701,1428,1,80032,1708,0,87292,68207,338,0,2864,0,352,13237,9959,1,1,117866,80115,107247,0,0,1,0,1,1,1,1,1,1,0,udp-flood
21764448,12155617,0,112163,1432,1,80246,1712,0,87552,68437,339,0,2872,0,354,13271,9983,1,1,118126,80375,107593,0,0,1,0,1,1,1,1,1,1,0,normal
21811125,12192193,0,112449,1437,1,80385,1718,0,87796,68612,340,0,2881,0,355,13309,10006,1,1,118385,80597,108012,0,0,1,0,1,1,1,1,1,1,0,normal
21852318,12226235,0,112777,1440,1,80570,1724,0,87990,68805,341,0,2891,0,356,13326,10043,1,1,118710,80791,108286,0,0,1,0,1,1,1,1,1,1,0,normal
21906532,12263458,0,113027,1445,1,80859,1729,0,88294,69125,342,0,2899,0,358,13355,10077,1,1,118949,81009,108632,0,0,1,0,1,1,1,1,1,1,0,normal
21952102,12295798,0,113318,1449,1,81170,1734,0,88501,69359,343,0,2906,0,359,13378,10104,1,1,119114,81256,108876,0,0,1,0,1,1,1,1,1,1,0,normal
22005332,12328417,0,113545,1454,1,81334,1737,0,88774,69527,344,0,2916,0,360,13399,10142,1,1,119388,81506,109164,0,0,1,0,1,1,1,1,1,1,0,normal
22055056,12358996,0,113902,1458,1,81570,1743,0,133041,69696,408,0,2924,0,361,13420,10157,1,1,119656,81686,109485,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22116627,12402550,0,114225,1462,1,81797,1747,0,169551,69827,496,0,2932,0,362,13451,10191,1,1,119947,81852,109815,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22163297,12439825,0,114561,1466,1,82028,1751,0,213501,69978,619,0,2940,0,363,13476,10224,1,1,120272,82118,110165,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22210358,12473901,0,114979,1471,1,82318,1756,0,251278,70189,809,0,2949,0,364,13501,10252,1,1,120508,82265,110423,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22250075,12510017,0,115406,1476,1,82448,1761,0,278648,70420,920,0,2955,0,365,13527,10281,1,1,120723,82479,110715,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22297829,12543457,0,115711,1481,1,82668,1765,0,320737,70555,1103,0,2965,0,366,13547,10311,1,1,120984,82666,111053,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22335681,12569471,0,116057,1485,1,82894,1768,0,365040,70728,1256,0,2973,0,367,13572,10336,1,1,121238,82904,111250,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22376559,12603410,0,116465,1489,1,83172,1772,0,390447,70924,1398,0,2983,0,369,13586,10372,1,1,121576,83136,111549,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
22418115,12634448,0,116811,1493,1,83369,1778,0,390615,71123,1399,0,2991,0,370,13616,10402,1,1,121787,83402,111786,0,0,1,0,1,1,1,1,1,1,0,normal
22469737,12670609,0,117130,1496,1,83638,1782,0,390905,71349,1400,0,3000,0,371,13645,10425,1,1,122016,83625,112155,0,0,1,0,1,1,1,1,1,1,0,normal
22508265,12710339,0,117348,1500,1,83812,1787,0,391076,71483,1401,0,3008,0,373,13670,10448,1,1,122333,83955,112477,0,0,1,0,1,1,1,1,1,1,0,normal
22542102,12747183,0,117630,1505,1,83984,1792,0,391298,71656,1402,0,3016,0,374,13689,10476,1,1,122551,84235,112772,0,0,1,0,1,1,1,1,1,1,0,normal
22579620,12791265,0,117905,1510,1,84190,1797,0,391507,71884,1403,0,3021,0,375,13711,10499,1,1,122790,84485,113108,0,0,1,0,1,1,1,1,1,1,0,normal
22636769,12825595,0,118208,1514,1,84403,1803,0,391715,72028,1404,0,3029,0,376,13748,10530,1,1,123041,84727,113408,0,0,1,0,1,1,1,1,1,1,0,normal
22684142,12863394,0,118590,1517,1,84639,1809,0,391982,72166,1405,0,3041,0,377,13785,10559,1,1,123297,84932,113609,0,0,1,0,1,1,1,1,1,1,0,normal
22719249,12890199,0,118902,1521,1,84930,1812,0,392304,72331,1406,0,3047,0,378,13822,10594,1,1,123553,85200,113864,0,0,1,0,1,1,1,1,1,1,0,normal
22767397,12920428,0,119202,1525,1,85205,1818,0,392538,72456,1407,0,3053,0,379,13847,10629,1,1,123847,85383,114228,0,0,1,0,1,1,1,1,1,1,0,normal
22797687,12964993,0,119599,1529,1,85462,1823,0,392820,72581,1408,0,3061,0,380,13869,10659,1,1,124033,85597,114598,0,0,1,0,1,1,1,1,1,1,0,normal
22840439,12992218,0,120028,1532,1,85656,1829,0,393081,72788,1409,0,3068,0,381,13906,10691,1,1,124292,85827,114939,0,0,1,0,1,1,1,1,1,1,0,normal
22902053,13017184,0,120445,1538,1,85812,1834,0,393381,72950,1410,0,3079,0,382,13939,10725,1,1,124527,86072,115296,0,0,1,0,1,1,1,1,1,1,0,normal
22949623,13049471,0,120825,1544,1,86072,1839,0,393669,73183,1411,0,3090,0,383,13962,10761,1,1,124815,86340,115595,0,0,1,0,1,1,1,1,1,1,0,normal
23005068,13085378,0,121164,1548,1,86318,1844,0,393854,73342,1412,0,3097,0,384,13990,10794,1,1,125092,86540,115853,0,0,1,0,1,1,1,1,1,1,0,normal
23052906,13119877,0,121528,1553,1,86543,1848,0,394129,73535,1413,0,3105,0,385,14021,10829,1,1,125232,86774,116197,0,0,1,0,1,1,1,1,1,1,0,normal
23103751,13161529,0,121898,1557,1,86751,1853,0,394343,73762,1414,0,3113,0,386,14049,10851,1,1,125425,86994,116537,0,0,1,0,1,1,1,1,1,1,0,normal
23153771,13199023,0,122214,1562,1,87031,1859,0,394629,73968,1415,0,3123,0,387,14077,10882,1,1,125703,87203,116801,0,0,1,0,1,1,1,1,1,1,0,normal
23189540,13238564,0,122599,1566,1,87238,1866,0,394831,74139,1416,0,3135,0,388,14089,10911,1,1,125982,87389,117110,0,0,1,0,1,1,1,1,1,1,0,normal
23234237,13261018,0,123019,1570,1,87521,1871,0,395164,74411,1417,0,3145,0,389,14126,10935,1,1,126302,87709,117423,0,0,1,0,1,1,1,1,1,1,0,normal
23270747,13307937,0,123323,1576,1,87732,1878,0,395372,74582,1418,0,3153,0,390,14154,10969,1,1,126605,87961,117685,0,0,1,0,1,1,1,1,1,1,0,normal
23310011,13340202,0,123720,1579,1,87922,1885,0,395522,74798,1419,0,3163,0,391,14186,10996,1,1,126878,88256,117942,0,0,1,0,1,1,1,1,1,1,0,normal
23357467,13373312,0,123975,1584,1,88209,1890,0,395789,75035,1420,0,3173,0,392,14211,11023,1,1,127095,88535,118313,0,0,1,0,1,1,1,1,1,1,0,normal
23389011,13410000,0,124382,1587,1,88493,1896,0,396095,75299,1421,0,3180,0,393,14241,11050,1,1,127218,88749,118649,0,0,1,0,1,1,1,1,1,1,0,normal
23426817,13449178,0,124838,1591,1,88695,1900,0,396308,75468,1422,0,3188,0,394,14276,11076,1,1,127465,88954,118900,0,0,1,0,1,1,1,1,1,1,0,normal
23482617,13482511,0,125010,1594,1,88935,1905,0,396549,75603,1423,0,3194,0,395,14301,11100,1,1,127741,89276,119281,0,0,1,0,1,1,1,1,1,1,0,normal
23509088,13515792,0,125350,1599,1,89146,1911,0,396795,75750,1424,0,3202,0,396,14327,11135,1,1,127951,89628,119612,0,0,1,0,1,1,1,1,1,1,0,normal
23553512,13547067,0,125804,1603,1,89311,1917,0,396966,75910,1425,0,3211,0,397,14347,11161,1,1,128141,89823,119866,0,0,1,0,1,1,1,1,1,1,0,normal
23614917,13593019,0,126236,1607,1,89564,1922,0,397313,76099,1426,0,3219,0,398,14384,11186,1,1,128381,89995,120172,0,0,1,0,1,1,1,1,1,1,0,normal
23659576,13629753,0,126620,1611,1,89736,1927,0,397621,76236,1427,0,3227,0,399,14413,11207,1,1,128632,90203,120396,0,0,1,0,1,1,1,1,1,1,0,normal
23704241,13661760,0,126956,1615,1,89943,1932,0,397825,76437,1428,0,3235,0,400,14445,11239,1,1,128917,90440,120768,0,0,1,0,1,1,1,1,1,1,0,normal
23747506,13707680,0,127240,1618,1,90149,1936,0,414546,76659,1505,0,3245,0,401,14477,11263,1,1,129199,90641,121090,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
23798757,13741544,0,127555,1623,1,90382,1939,0,429625,76869,1580,0,3252,0,402,14509,11292,1,1,129398,90839,121413,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
23859711,13761649,0,127973,1627,1,90626,1943,0,447019,77088,1662,0,3258,0,403,14534,11319,1,1,129610,91078,121725,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
23901406,13798634,0,128219,1631,1,90849,1947,0,461344,77193,1738,0,3265,0,404,14561,11358,1,1,129831,91185,122016,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
23936224,13838738,0,128501,1636,1,91090,1951,0,485482,77407,1806,0,3272,0,405,14595,11402,1,1,130076,91433,122346,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
23968040,13872883,0,128866,1640,1,91325,1956,0,500464,77716,1863,0,3278,0,406,14625,11419,1,1,130359,91694,122618,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
23994486,13901572,0,129114,1643,1,91544,1962,0,515857,77852,1931,0,3285,0,407,14669,11455,1,1,130695,91882,122987,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
24045661,13938870,0,129556,1648,1,91726,1966,0,534610,78106,1989,0,3295,0,408,14692,11485,1,1,130840,92069,123394,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
24099646,13991505,0,129948,1653,1,91950,1973,0,552482,78214,2045,0,3303,0,409,14717,11516,1,1,131134,92354,123675,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
24132945,14037575,0,130221,1657,1,92179,1979,0,567881,78432,2109,0,3312,0,410,14743,11541,1,1,131313,92529,123974,0,0,1,0,1,1,1,1,1,1,0,tcp-syn
24173311,14072616,0,130518,1660,1,92430,1983,0,568094,78662,2110,0,3322,0,411,14771,11568,1,1,131588,92689,124280,0,0,1,0,1,1,1,1,1,1,0,normal
24212625,14108999,0,130788,1663,1,92571,1986,0,568382,78851,2111,0,3330,0,412,14799,11593,1,1,131798,92913,124610,0,0,1,0,1,1,1,1,1,1,0,normal
24267313,14140605,0,131208,1669,1,92761,1991,0,568623,79023,2112,0,3339,0,413,14828,11624,1,1,132129,93166,124867,0,0,1,0,1,1,1,1,1,1,0,normal
24309955,14183460,0,131627,1672,1,93031,1995,0,568839,79225,2113,0,3346,0,414,14864,11649,1,1,132311,93402,125230,0,0,1,0,1,1,1,1,1,1,0,normal
24356133,14214878,0,132024,1675,1,93287,2000,0,569111,79444,2114,0,3355,0,415,14892,11679,1,1,132529,93702,125384,0,0,1,0,1,1,1,1,1,1,0,normal
24382425,14262096,0,132349,1681,1,93546,2007,0,569366,79609,2115,0,3366,0,416,14928,11710,1,1,132698,93865,125720,0,0,1,0,1,1,1,1,1,1,0,normal
24423312,14302405,0,132740,1685,1,93730,2012,0,569615,79801,2116,0,3375,0,417,14962,11732,1,1,132969,94173,125965,0,0,1,0,1,1,1,1,1,1,0,normal
24475232,14339108,0,133246,1690,1,94012,2016,0,569892,79999,2117,0,3381,0,418,14981,11763,1,1,133209,94422,126196,0,0,1,0,1,1,1,1,1,1,0,normal
24506801,14388049,0,133636,1694,1,94247,2021,0,570184,80211,2118,0,3390,0,419,15009,11796,1,1,133482,94657,126687,0,0,1,0,1,1,1,1,1,1,0,normal
24558179,14424386,0,133881,1699,1,94535,2028,0,570486,80391,2119,0,3399,0,420,15040,11823,1,1,133695,94938,126946,0,0,1,0,1,1,1,1,1,1,0,normal
24597013,14456277,0,134292,1702,1,94799,2034,0,570742,80629,2120,0,3409,0,421,15074,11855,1,1,133940,95147,127191,0,0,1,0,1,1,1,1,1,1,0,normal
24638204,14488820,0,134560,1706,1,94995,2040,0,571115,80866,2121,0,3417,0,422,15110,11896,1,1,134225,95335,127588,0,0,1,0,1,1,1,1,1,1,0,normal
24682979,14528533,0,134937,1710,1,95244,2046,0,571317,81008,2122,0,3426,0,423,15126,11928,1,1,134434,95541,127866,0,0,1,0,1,1,1,1,1,1,0,normal
24736667,14563862,0,135152,1714,1,95410,2050,0,571572,81296,2123,0,3435,0,424,15150,11950,1,1,134658,95721,128257,0,0,1,0,1,1,1,1,1,1,0,normal
24780784,14590699,0,135489,1719,1,95699,2054,0,571837,81450,2124,0,3445,0,425,15180,11985,1,1,134829,95933,128629,0,0,1,0,1,1,1,1,1,1,0,normal
24819984,14639079,0,135734,1725,1,95868,2059,0,572171,81596,2125,0,3452,0,426,15213,12019,1,1,135139,96091,128937,0,0,1,0,1,1,1,1,1,1,0,normal
24861037,14674965,0,136033,1729,1,96109,2065,0,572395,81793,2126,0,3463,0,427,15235,12048,1,1,135368,96313,129311,0,0,1,0,1,1,1,1,1,1,0,normal
24907999,14708508,0,136292,1732,1,96361,2068,0,572624,81964,2127,0,3470,0,428,15261,12083,1,1,135584,96479,129560,0,0,1,0,1,1,1,1,1,1,0,normal
24946991,14743473,0,136681,1735,1,96644,2073,0,572904,82171,2128,0,3479,0,429,15296,12120,1,1,135848,96814,129866,0,0,1,0,1,1,1,1,1,1,0,normal
24992268,14786665,0,136970,1738,1,96843,2077,0,572947,82375,2129,0,3489,0,430,15328,12150,1,1,136036,97120,130199,0,0,1,0,1,1,1,1,1,1,0,normal
25016358,14814188,0,137237,1743,1,97078,2083,0,573318,82512,2130,0,3496,0,431,15353,12182,1,1,136373,97436,130555,0,0,1,0,1,1,1,1,1,1,0,normal
25075311,14852052,0,137525,1747,1,97409,2087,0,573562,82687,2131,0,3504,0,433,15375,12213,1,1,136615,97728,130870,0,0,1,0,1,1,1,1,1,1,0,normal
25140146,14883268,0,137796,1752,1,97637,2092,0,573937,82911,2132,0,3514,0,434,15405,12243,1,1,136818,97939,131221,0,0,1,0,1,1,1,1,1,1,0,normal
25176937,14917615,0,138094,1756,1,97865,2097,0,574251,83095,2133,0,3523,0,435,15428,12276,1,1,136982,98157,131487,0,0,1,0,1,1,1,1,1,1,0,normal
25229922,14955009,0,138481,1760,1,98182,2103,0,574535,83296,2134,0,3529,0,436,15462,12312,1,1,137251,98428,131882,0,0,1,0,1,1,1,1,1,1,0,normal
25258019,14993795,0,138830,1764,1,98401,2108,0,574903,83522,2135,0,3537,0,437,15496,12343,1,1,137431,98591,132116,0,0,1,0,1,1,1,1,1,1,0,normal
25288601,15038768,0,139187,1768,1,98618,2114,0,575098,83731,2136,0,3542,0,438,15519,12376,1,1,137651,98805,132357,0,0,1,0,1,1,1,1,1,1,0,normal
25333775,15064095,0,139554,1773,1,98823,2118,0,575366,83948,2137,0,3550,0,439,15547,12397,1,1,137967,99124,132692,0,0,1,0,1,1,1,1,1,1,0,normal
25375479,15102673,0,139912,1778,1,99087,2121,0,575623,84195,2138,0,3559,0,440,15569,12419,1,1,138216,99382,133062,0,0,1,0,1,1,1,1,1,1,0,normal
25418725,15138656,0,140149,1781,1,99340,2127,0,575917,84376,2139,0,3568,0,441,15600,12440,1,1,138463,99691,133284,0,0,1,0,1,1,1,1,1,1,0,normal
25462756,15172634,0,140345,1785,1,99570,2132,0,576243,84617,2140,0,3578,0,442,15630,12474,1,1,138683,99964,133564,0,0,1,0,1,1,1,1,1,1,0,normal
25513146,15203753,0,140685,1789,1,99774,2136,0,576608,84797,2141,0,3585,0,443,15658,12502,1,1,138921,100150,133751,0,0,1,0,1,1,1,1,1,1,0,normal
25546391,15236611,0,141241,1793,1,99961,2140,0,576791,84980,2142,0,3595,0,444,15688,12532,1,1,139147,100388,134137,0,0,1,0,1,1,1,1,1,1,0,normal
25600424,15267149,0,141513,1797,1,100237,2144,0,576944,85152,2143,0,3603,0,445,15719,12561,1,1,139339,100578,134420,0,0,1,0,1,1,1,1,1,1,0,normal
25649418,15298641,0,141835,1801,1,100457,2149,0,577269,85374,2144,0,3611,0,447,15755,12590,1,1,139634,100876,134632,0,0,1,0,1,1,1,1,1,1,0,normal
25665415,15328730,0,142086,1805,1,100604,2155,0,577519,85588,2145,0,3619,0,448,15789,12618,1,1,139855,101151,135008,0,0,1,0,1,1,1,1,1,1,0,normal
25708170,15364001,0,142595,1810,1,100895,2161,0,577728,85870,2146,0,3626,0,449,15825,12642,1,1,140121,101328,135256,0,0,1,0,1,1,1,1,1,1,0,normal
25756107,15394044,0,142986,1814,1,101093,2166,0,578038,86056,2147,0,3634,0,450,15845,12663,1,1,140336,101615,135537,0,0,1,0,1,1,1,1,1,1,0,normal
25789360,15413748,0,143327,1818,1,101360,2170,0,578306,86248,2148,0,3641,0,451,15863,12690,1,1,140540,101785,135827,0,0,1,0,1,1,1,1,1,1,0,normal
25822688,15446630,0,143619,1822,1,101556,2174,0,578530,86410,2149,0,3650,0,452,15884,12708,1,1,140737,101944,136117,0,0,1,0,1,1,1,1,1,1,0,normal
25872020,15479681,0,143929,1827,1,101779,2179,0,578803,86640,2150,0,3655,0,453,15915,12737,1,1,141048,102155,136393,0,0,1,0,1,1,1,1,1,1,0,normal
25930515,15521145,0,144359,1830,1,102036,2182,0,579120,86871,2151,0,3666,0,454,15957,12772,1,1,141383,102429,136675,0,0,1,0,1,1,1,1,1,1,0,normal
25966272,15565952,0,144788,1836,1,102288,2188,0,579426,87050,2152,0,3676,0,455,15990,12797,1,1,141628,102689,136999,0,0,1,0,1,1,1,1,1,1,0,normal
26002618,15608101,0,145072,1839,1,102564,2194,0,579716,87219,2153,0,3682,0,456,16021,12822,1,1,141899,102927,137229,0,0,1,0,1,1,1,1,1,1,0,normal
26045156,15644035,0,145443,1843,1,102787,2200,0,580023,87403,2154,0,3690,0,457,16048,12851,1,1,142190,103106,137525,0,0,1,0,1,1,1,1,1,1,0,normal
26088246,15670271,0,145796,1848,1,102988,2204,0,580335,87576,2155,0,3696,0,458,16083,12884,1,1,142467,103322,137951,0,0,1,0,1,1,1,1,1,1,0,normal
26127632,15712707,0,146172,1851,1,103207,2208,0,580625,87741,2156,0,3702,0,459,16110,12922,1,1,142693,103543,138277,0,0,1,0,1,1,1,1,1,1,0,normal
26176249,15748301,0,146464,1856,1,103408,2213,0,580830,87988,2157,0,3712,0,460,16142,12950,1,1,143020,103737,138559,0,0,1,0,1,1,1,1,1,1,0,normal
26226300,15776687,0,146767,1861,1,103655,2218,0,581085,88195,2158,0,3720,0,461,16162,12981,1,1,143238,103918,138971,0,0,1,0,1,1,1,1,1,1,0,normal
26277455,15814416,0,147101,1864,1,103959,2224,0,581356,88417,2159,0,3725,0,462,16190,13017,1,1,143512,104211,139215,0,0,1,0,1,1,1,1,1,1,0,normal
26331514,15860346,0,147405,1869,1,104141,2228,0,581665,88554,2160,0,3735,0,463,16214,13045,1,1,143702,104429,139541,0,0,1,0,1,1,1,1,1,1,0,normal
26372144,15885556,0,147762,1873,1,104403,2232,0,581960,88713,2161,0,3745,0,464,16236,13080,1,1,143890,104662,139960,0,0,1,0,1,1,1,1,1,1,0,normal
26414676,15915638,0,148113,1877,1,104728,2237,0,582248,88924,2162,0,3750,0,465,16260,13104,1,1,144113,104902,140184,0,0,1,0,1,1,1,1,1,1,0,normal
26448314,15965843,0,148438,1882,1,105012,2243,0,582483,89105,2163,0,3759,0,466,16287,13132,1,1,144422,105088,140448,0,0,1,0,1,1,1,1,1,1,0,normal
26488163,16006489,0,148799,1885,1,105240,2248,0,582778,89269,2164,0,3768,0,467,16306,13160,1,1,144658,105293,140794,0,0,1,0,1,1,1,1,1,1,0,normal
26535522,16049209,0,149224,1888,1,105446,2252,0,583000,89473,2165,0,3774,0,468,16331,13182,1,1,144923,105486,141069,0,0,1,0,1,1,1,1,1,1,0,normal
26592246,16086618,0,149581,1892,1,105647,2257,0,583186,89656,2166,0,3781,0,469,16364,13213,1,1,145174,105734,141364,0,0,1,0,1,1,1,1,1,1,0,normal
26627013,16121806,0,149914,1896,1,105850,2262,0,583421,89871,2167,0,3786,0,470,16401,13250,1,1,145421,105999,141778,0,0,1,0,1,1,1,1,1,1,0,normal
26681517,16164688,0,150193,1901,1,106051,2267,0,583638,90107,2168,0,3794,0,471,16435,13282,1,1,145661,106136,142073,0,0,1,0,1,1,1,1,1,1,0,normal
26731800,16206957,0,150464,1904,1,106200,2272,0,583861,90298,2169,0,3799,0,472,16451,13308,1,1,145872,106338,142324,0,0,1,0,1,1,1,1,1,1,0,normal
26777394,16260005,0,150684,1908,1,106368,2277,0,584162,90600,2170,0,3806,0,473,16485,13335,1,1,146091,106521,142663,0,0,1,0,1,1,1,1,1,1,0,normal
26815850,16301916,0,151082,1913,1,106603,2282,0,584482,90681,2171,0,3813,0,474,16507,13367,1,1,146348,106780,142918,0,0,1,0,1,1,1,1,1,1,0,normal
26880652,16335062,0,151429,1918,1,106883,2287,0,584763,90775,2172,0,3821,0,475,16541,13399,1,1,146644,107050,143219,0,0,1,0,1,1,1,1,1,1,0,normal
26925399,16357995,0,151686,1921,1,107110,2290,0,585073,90842,2173,0,3829,0,476,16571,13423,1,1,146840,107249,143581,0,0,1,0,1,1,1,1,1,1,0,normal
26976819,16394621,0,152037,1926,1,107307,2294,0,585274,91019,2174,0,3832,0,477,16601,13455,1,1,147047,107473,143881,0,0,1,0,1,1,1,1,1,1,0,normal
27008598,16435308,0,152424,1929,1,107510,2298,0,585511,91248,2175,0,3838,0,478,16628,13485,1,1,147306,107680,144164,0,0,1,0,1,1,1,1,1,1,0,normal
27047755,16475875,0,152743,1934,1,107686,2303,0,585776,91393,2176,0,3845,0,479,16654,13518,1,1,147549,107942,144478,0,0,1,0,1,1,1,1,1,1,0,normal
27088795,16512984,0,153211,1939,1,107951,2308,0,585966,91620,2177,0,3853,0,480,16682,13545,1,1,147728,108198,144681,0,0,1,0,1,1,1,1,1,1,0,normal
27123634,16558373,0,153536,1943,1,108250,2314,0,586188,91815,2178,0,3862,0,481,16712,13575,1,1,147964,108387,145076,0,0,1,0,1,1,1,1,1,1,0,normal
27162904,16590179,0,153827,1948,1,108482,2320,0,586479,92029,2179,0,3869,0,482,16730,13596,1,1,148184,108626,145303,0,0,1,0,1,1,1,1,1,1,0,normal
27221869,16626536,0,154127,1951,1,108672,2325,0,586806,92162,2180,0,3876,0,483,16762,13637,1,1,148467,108906,145582,0,0,1,0,1,1,1,1,1,1,0,normal
27260864,16677446,0,154411,1956,1,108844,2329,0,587009,92334,2181,0,3887,0,484,16793,13663,1,1,148837,109209,145987,0,0,1,0,1,1,1,1,1,1,0,normal
27301181,16710416,0,154743,1961,1,109117,2334,0,587348,92540,2182,0,3893,0,485,16823,13685,1,1,149105,109457,146460,0,0,1,0,1,1,1,1,1,1,0,normal
27342602,16740113,0,155058,1965,1,109365,2339,0,587584,92762,2183,0,3901,0,486,16853,13703,1,1,149351,109696,146710,0,0,1,0,1,1,1,1,1,1,0,normal
27391793,16770390,0,155359,1968,1,109686,2344,0,587856,92931,2184,0,3910,0,487,16875,13730,1,1,149636,109877,147118,0,0,1,0,1,1,1,1,1,1,0,normal
27439808,16810354,0,155797,1973,1,109878,2349,0,588112,93164,2185,0,3920,0,488,16890,13763,1,1,149855,110093,147482,0,0,1,0,1,1,1,1,1,1,0,normal
27470367,16845942,0,156173,1977,1,110132,2354,0,588379,93307,2186,0,3929,0,489,16932,13795,1,1,150120,110350,147877,0,0,1,0,1,1,1,1,1,1,0,normal
27510264,16891002,0,156594,1981,1,110353,2358,0,588631,93529,2187,0,3937,0,490,16951,13821,1,1,150361,110518,148227,0,0,1,0,1,1,1,1,1,1,0,normal
27549063,16930751,0,156880,1984,1,110547,2362,0,588954,93801,2188,0,3944,0,491,16986,13857,1,1,150500,110788,148557,0,0,1,0,1,1,1,1,1,1,0,normal
27593178,16968836,0,157179,1988,1,110731,2367,0,589246,94042,2189,0,3951,0,492,17010,13881,1,1,150677,111063,148849,0,0,1,0,1,1,1,1,1,1,0,normal
27644741,17015657,0,157500,1993,1,110917,2373,0,589463,94222,2190,0,3960,0,493,17046,13908,1,1,150940,111300,149190,0,0,1,0,1,1,1,1,1,1,0,normal
27680418,17050428,0,157724,1997,1,111199,2378,0,589696,94383,2191,0,3969,0,494,17081,13932,1,1,151173,111561,149460,0,0,1,0,1,1,1,1,1,1,0,normal
27728187,17091169,0,158045,2002,1,111406,2383,0,589961,94565,2192,0,3977,0,495,17107,13980,1,1,151421,111730,149772,0,0,1,0,1,1,1,1,1,1,0,normal
27751626,17120670,0,158470,2006,1,111713,2388,0,590249,94766,2193,0,3985,0,497,17136,14001,1,1,151699,112021,150280,0,0,1,0,1,1,1,1,1,1,0,normal
27797782,17173396,0,158818,2011,1,111868,2394,0,590555,95014,2194,0,3996,0,498,17176,14032,1,1,151958,112256,150617,0,0,1,0,1,1,1,1,1,1,0,normal
27848341,17201026,0,159044,2015,1,112134,2398,0,590816,95192,2195,0,4004,0,499,17201,14067,1,1,152231,112457,150880,0,0,1,0,1,1,1,1,1,1,0,normal
27887300,17242410,0,159385,2019,1,112348,2403,0,591078,95360,2196,0,4010,0,500,17228,14098,1,1,152469,112611,151294,0,0,1,0,1,1,1,1,1,1,0,normal
27938043,17270808,0,159692,2023,1,112607,2408,0,591264,95586,2197,0,4019,0,501,17249,14127,1,1,152644,112835,151537,0,0,1,0,1,1,1,1,1,1,0,normal
27994831,17300481,0,159979,2027,1,112839,2414,0,591587,95827,2198,0,4028,0,502,17270,14145,1,1,152861,113062,151793,0,0,1,0,1,1,1,1,1,1,0,normal
28044991,17329198,0,160469,2031,1,113082,2419,0,591807,95994,2199,0,4034,0,503,17306,14172,1,1,153018,113314,152203,0,0,1,0,1,1,1,1,1,1,0,normal
28096518,17358420,0,160865,2037,1,113388,2424,0,592028,96175,2200,0,4042,0,504,17332,14207,1,1,153336,113577,152561,0,0,1,0,1,1,1,1,1,1,0,normal
28162632,17390397,0,161234,2041,1,113628,2428,0,592235,96384,2201,0,4050,0,505,17354,14233,1,1,153578,113805,152835,0,0,1,0,1,1,1,1,1,1,0,normal
29887791,17437586,0,190898,2045,1,113841,2434,0,592543,96519,2202,0,4060,0,506,17381,14251,1,1,153850,114046,173330,0,0,1,0,1,1,1,1,1,1,0,httpFlood
31306956,17475518,0,230412,2050,1,114094,2440,0,592935,96731,2203,0,4070,0,508,17407,14286,1,1,154065,114281,201750,0,0,1,0,1,1,1,1,1,1,0,httpFlood
